"id","nBites","BiteSize_g","ActiveMeal_pcent","BiteOE_sec","TotalOE_min","TotalIntake_g","EatRate","MealDur_min","int","linear","quad","Quad_n2ll","theta","r","LODE_n2ll"
1,34,2.92698251250269,65.838422883041,30.1511852732165,17.3088853235855,99.5174054250915,5.7494982238681,26.2899452411458,-1.21474923192067,3.96650649854479,-0.00522702222432807,83.2172643328865,2.43246088286007,0.133695349847845,225.702956794718
2,29,1.70466657142003,78.4694737528484,18.1043830159018,8.77527349542507,49.4353305711809,5.63348032365643,11.1830410932334,0.0758889713681381,4.3535164146582,-0.00354777421081572,70.9794313913998,2.89493320720943,0.310472437442675,119.004943780052
3,43,4.4466036170964,91.2978548338072,29.0310808976521,20.6812741813592,191.203955535145,9.2452696027542,22.6525302472945,-0.589727412983248,8.5039920219155,-0.00128545293776164,121.802022583389,5.47846765537036,0.153960714118053,388.58675666411
4,44,2.97491744606926,74.4624746979526,23.0217281075192,16.8180824652266,130.896367627048,7.78307324260607,22.585983790422,-1.42407291528687,6.09778441734188,-0.0122481069231654,107.692930302668,3.79894251830102,0.153165844138153,330.844808231854
5,40,4.55298587430546,81.5440683345061,26.9082394556586,18.1212679470633,182.119434972218,10.0500381929253,22.2226684505452,-0.205440619962858,8.24776714456953,-0.000925078748022675,114.835085017151,5.44081717724408,0.154752802976066,358.382584600431
6,37,2.65085762019752,74.7432477329234,22.2750488495922,13.80244957943,98.0817319473084,7.10611050472384,18.4664835929389,0.298187060238389,5.25589533244604,-0.000244729439887027,90.559964115842,3.54431141579028,0.184387917706476,245.514547527772
7,87,1.89952082877196,63.0768230796031,9.31296758168224,13.5306817712484,165.25831210316,12.2135983165549,21.4511148638108,-1.21184239048925,7.85373312852751,-0.00266996733142954,212.93829401334,5.13805241104907,0.15850924054767,731.038644693613
8,97,1.40963641497504,59.4039529584314,5.56779473564793,9.04750518256125,136.734732252579,15.1129763944352,15.230476646718,-0.090517581849446,9.19090190255579,-0.0212621909388169,237.413959979858,5.99130758411141,0.223107293863245,742.419842845949
9,80,1.30661802534627,64.3793609581494,6.46329981331994,8.59276497805583,104.529442027701,12.1648203220556,13.3470802601499,-0.767474118699098,8.1949802872132,-0.0204645515391421,195.805327964131,5.20418860352447,0.255160621199802,534.633823299716
10,37,3.169508778008,91.3142046996074,23.7051775823088,14.5464895028139,117.271824786296,8.06186432565812,15.9301496964978,0.250603902299137,7.34774291213079,-0.000831561518200695,90.5599641301118,4.80319955559742,0.217202865041569,274.256590460637
11,51,2.68251906928483,87.0093322836306,22.8231219481904,19.2284439976438,136.808472533526,7.11490084950662,22.099289229072,-0.600488346708405,6.25290463043429,-0.000657432986407268,124.825896512383,4.02098071815382,0.156365681092027,398.27844732929
12,60,1.38464933048587,91.07301605413,18.3111577304074,18.2059683194831,83.0789598291519,4.56328157729711,19.9905187159523,0.14810321636742,4.17545873133587,-0.00501459394199532,146.853995863335,2.78089305862374,0.169267684915846,358.497102972561
13,91,2.83458730790847,76.8793524351872,11.0259267585362,16.7078673003518,257.947445019671,15.4386816930393,21.7325806879516,0.366157480569126,11.9347130309669,-0.00427319967880599,222.728561037826,7.96420114758164,0.155589480442711,926.466088038272
14,40,2.48122437237075,76.8408735284246,24.1460608680435,16.2437406293232,99.24897489483,6.10998274102368,21.1394533708865,-0.770018334608785,4.90431302550665,-0.00812158097657563,97.9026639920706,3.12295237574997,0.161540195600812,264.181686077267
15,34,2.28957116728692,70.3713098226595,31.6091356371616,17.8652590003881,77.8454196877554,4.3573630634778,25.3871343952667,-0.906636639370773,3.16867359388171,-0.00126886681511761,83.2172643248471,1.99735696759733,0.137061095134689,194.020963103023
16,35,4.44921072345858,63.7161383355438,20.8608856947387,12.1999138532229,155.72237532105,12.7642192555247,19.1472901087874,-0.564283516337038,8.20416995793123,-0.00216766455525083,96.1095546322918,5.29390383072819,0.18151273679205,292.734167992718
17,7,1.83957525268387,80.4707681049207,17.6877480663894,2.16272439755129,12.8770267687871,5.95407661899356,2.6875901007077,0.0783208385247787,6.15645462743687,-0.592835119204618,17.1329661842017,3.73773203283699,1.07860945085082,17.1665728245
