"id","Bite","EstimatedCumulativeIntake","SampledTime"
1,1,2.92698251250269,0.000615562770515681
1,2,5.85396502500538,0.0265693888986548
1,3,8.78094753750807,0.234818612478006
1,4,11.7079300500108,0.718379297743611
1,5,14.6349125625135,0.816142800919803
1,6,17.5618950750161,0.890432724720357
1,7,20.4888775875188,0.942957374563764
1,8,23.4158601000215,1.52040426127292
1,9,26.3428426125242,1.57603987984767
1,10,29.2698251250269,2.69096782776917
1,11,32.1968076375296,2.92062713171306
1,12,35.1237901500323,2.93298423014346
1,13,38.050772662535,3.03394312901898
1,14,40.9777551750377,3.17016361576259
1,15,43.9047376875404,3.33846674105788
1,16,46.8317202000431,3.71587929228597
1,17,49.7587027125457,3.857279547726
1,18,52.6856852250484,3.8865707294144
1,19,55.6126677375511,4.19983785716084
1,20,58.5396502500538,4.56316401930309
1,21,61.4666327625565,5.35360456828322
1,22,64.3936152750592,5.56405287025108
1,23,67.3205977875619,6.34880853985503
1,24,70.2475803000646,6.97528272590111
1,25,73.1745628125673,7.59501477323731
1,26,76.10154532507,8.11694091076885
1,27,79.0285278375727,8.20355185958203
1,28,81.9555103500754,8.55949975780373
1,29,84.882492862578,8.87014182065934
1,30,87.8094753750807,9.08230865747679
1,31,90.7364578875834,13.8501338812303
1,32,93.6634404000861,14.2582450423407
1,33,96.5904229125888,24.7624164454112
1,34,99.5174054250915,26.282286839895
2,1,1.70466657142003,0.292961932337146
2,2,3.40933314284006,0.366141989620035
2,3,5.11399971426009,0.383878076158877
2,4,6.81866628568012,0.454649152334591
2,5,8.52333285710016,0.541426522895684
2,6,10.2279994285202,0.593514229104392
2,7,11.9326659999402,0.800647076638941
2,8,13.6373325713602,0.805731497759525
2,9,15.3419991427803,0.924137108333812
2,10,17.0466657142003,0.992705406337777
2,11,18.7513322856203,1.06062820141682
2,12,20.4559988570404,1.1701556064395
2,13,22.1606654284604,1.43352126960153
2,14,23.8653319998804,1.62089331563
2,15,25.5699985713005,1.67315567706011
2,16,27.2746651427205,2.0391546703373
2,17,28.9793317141405,2.42465603552436
2,18,30.6839982855606,2.5122926081165
2,19,32.3886648569806,2.68984478590182
2,20,34.0933314284006,2.77034273740584
2,21,35.7979979998207,3.75465376065322
2,22,37.5026645712407,3.7873800244014
2,23,39.2073311426607,4.5202976496789
2,24,40.9119977140807,4.53380748013218
2,25,42.6166642855008,4.57431541825612
2,26,44.3213308569208,7.01094323253354
2,27,46.0259974283408,7.04759123655846
2,28,47.7306639997609,9.71723920156338
2,29,49.4353305711809,11.1808247032868
3,1,4.4466036170964,0.0610607997723217
3,2,8.89320723419279,0.140426201619281
3,3,13.3398108512892,0.235665395119904
3,4,17.7864144683856,0.547730757196527
3,5,22.233018085482,0.580905843433286
3,6,26.6796217025784,0.727767867103586
3,7,31.1262253196748,0.744923864837373
3,8,35.5728289367712,0.812402162050867
3,9,40.0194325538676,0.831794008669683
3,10,44.466036170964,1.09107832219284
3,11,48.9126397880604,1.40817736321089
3,12,53.3592434051567,1.42192125214038
3,13,57.8058470222531,1.49676589903163
3,14,62.2524506393495,1.50289380693363
3,15,66.6990542564459,1.81732021695617
3,16,71.1456578735423,1.90231396687426
3,17,75.5922614906387,2.47758112592674
3,18,80.0388651077351,2.77521828283064
3,19,84.4854687248315,2.77698272206328
3,20,88.9320723419279,2.89014050383268
3,21,93.3786759590243,2.94869626646862
3,22,97.8252795761207,3.78467084669067
3,23,102.271883193217,4.12795827476667
3,24,106.718486810313,4.55950273976856
3,25,111.16509042741,4.60202789578522
3,26,115.611694044506,4.71438502182082
3,27,120.058297661603,4.73774523227232
3,28,124.504901278699,4.7672394807661
3,29,128.951504895795,5.75442202470818
3,30,133.398108512892,5.8905808844492
3,31,137.844712129988,6.07185987463157
3,32,142.291315747085,6.20890921238008
3,33,146.737919364181,7.31623412389829
3,34,151.184522981277,7.5924487757103
3,35,155.631126598374,8.38357929904812
3,36,160.07773021547,9.01677551142808
3,37,164.524333832567,9.50504132363013
3,38,168.970937449663,11.0980011513707
3,39,173.417541066759,14.6211570105098
3,40,177.864144683856,14.6765909689978
3,41,182.310748300952,15.3942524000872
3,42,186.757351918049,19.2709711786145
3,43,191.203955535145,22.6471888675514
4,1,2.97491744606927,0.0417774381472651
4,2,5.94983489213855,0.180967676249487
4,3,8.92475233820782,0.656353488119666
4,4,11.8996697842771,0.692770386472963
4,5,14.8745872303464,0.848285462847617
4,6,17.8495046764156,0.997357720826478
4,7,20.8244221224849,1.06495366869321
4,8,23.7993395685542,1.09272015513972
4,9,26.7742570146235,1.10858759075816
4,10,29.7491744606927,1.23700370640243
4,11,32.724091906762,1.40019355262195
4,12,35.6990093528313,1.53097575173546
4,13,38.6739267989005,1.60851803097202
4,14,41.6488442449698,2.48966419982781
4,15,44.6237616910391,3.04148127491065
4,16,47.5986791371084,3.10903860808708
4,17,50.5735965831776,3.48013600955095
4,18,53.5485140292469,3.7265818093139
4,19,56.5234314753162,3.94005198949704
4,20,59.4983489213855,4.00346285359452
4,21,62.4732663674547,4.00753862369323
4,22,65.448183813524,4.70014796517369
4,23,68.4231012595933,4.76184629036945
4,24,71.3980187056625,4.77089821714249
4,25,74.3729361517318,4.77175928732466
4,26,77.3478535978011,4.83361239184659
4,27,80.3227710438704,4.85523423901713
4,28,83.2976884899396,4.86309515299788
4,29,86.2726059360089,5.88694166343785
4,30,89.2475233820782,7.16283915451817
4,31,92.2224408281475,7.44658180925609
4,32,95.1973582742167,7.47405096420925
4,33,98.172275720286,7.62366752775481
4,34,101.147193166355,8.10345253076239
4,35,104.122110612425,8.14157361000079
4,36,107.097028058494,8.44686259971238
4,37,110.071945504563,8.69351236546706
4,38,113.046862950632,8.71804590938827
4,39,116.021780396702,10.473697793455
4,40,118.996697842771,11.302635993146
4,41,121.97161528884,13.8329030112043
4,42,124.946532734909,14.3887262278752
4,43,127.921450180979,17.9405432957151
4,44,130.896367627048,22.5844523378966
5,1,4.55298587430545,0.500561121277097
5,2,9.1059717486109,0.655863603877702
5,3,13.6589576229164,1.12040800725723
5,4,18.2119434972218,1.27429708790396
5,5,22.7649293715272,1.50158126433086
5,6,27.3179152458327,1.60368301375612
5,7,31.8709011201382,1.78693716788799
