"id","nBites","BiteSize_g","ActiveMeal_pcent","BiteOE_sec","TotalOE_min","TotalIntake_g","EatRate","MealDur_min","int","linear","quad","Quad_n2ll","theta","r","LODE_n2ll"
1,34,2.92698251250269,65.838422883041,30.1511852732165,17.3088853235855,99.5174054250915,5.7494982238681,26.2899452411458,8.31101409351779,10.8827820117785,-0.291665455035969,269.018487596975,15.5763883021375,0.0718345401124021,230.680394016237
2,29,1.70466657142003,78.4694737528484,18.1043830159018,8.77527349542507,49.4353305711809,5.63348032365643,11.1830410932334,4.45891406509654,11.3485714301856,-0.692874827520001,183.798502338188,19.860519385602,-0.0356848859169845,112.550502759475
3,43,4.4466036170964,91.2978548338072,29.0310808976521,20.6812741813592,191.203955535145,9.2452696027542,22.6525302472945,21.0281981534204,22.0556325844641,-0.690878280637682,476.301303212578,44.6148974504066,-0.0725911737962092,326.559854549205
4,44,2.97491744606926,74.4624746979526,23.0217281075192,16.8180824652266,130.896367627048,7.78307324260607,22.585983790422,6.97363782173715,15.3214137883473,-0.454880954974127,375.722508229009,18.7741197307916,0.0920082970254828,355.341786661667
5,40,4.55298587430546,81.5440683345061,26.9082394556586,18.1212679470633,182.119434972218,10.0500381929253,22.2226684505452,-1.35056424513917,21.780065174285,-0.627004956571675,348.554272432807,18.7490454386536,0.160094834718762,341.402975510966
6,37,2.65085762019752,74.7432477329234,22.2750488495922,13.80244957943,98.0817319473084,7.10611050472384,18.4664835929389,14.2437916000744,16.0353785599485,-0.641840993911828,346.622939320192,36.4971864745942,-0.0634220465259526,234.599473844343
7,87,1.89952082877196,63.0768230796031,9.31296758168224,13.5306817712484,165.25831210316,12.2135983165549,21.4511148638108,8.45587623323356,22.0766549221563,-0.766834677232152,889.408872386746,26.5916639407753,0.115713059158873,635.859291003332
8,97,1.40963641497504,59.4039529584314,5.56779473564793,9.04750518256125,136.734732252579,15.1129763944352,15.230476646718,15.8932705857826,30.1535988283517,-1.53127397918737,964.747740502144,55.8048315136286,0.0538947241357502,663.791304580107
9,80,1.30661802534627,64.3793609581494,6.46329981331994,8.59276497805583,104.529442027701,12.1648203220556,13.3470802601499,7.08131544779109,21.7186718398969,-1.17689365401978,664.577076524994,31.1574382006426,0.090930693375189,389.010349735002
10,37,3.169508778008,91.3142046996074,23.7051775823088,14.5464895028139,117.271824786296,8.06186432565812,15.9301496964978,6.05021170409668,19.5511765764694,-0.810629347391239,266.17251798129,25.2569328145678,0.102773863698681,209.918632611309
