"ID","Bite","SampledTime","EstimatedCumulativeIntake"
1,1,0.0196229032806194,1.29887881924234
1,2,0.0704255755992524,2.59775763848468
1,3,0.120400968026501,3.89663645772701
1,4,0.128880862676582,5.19551527696935
1,5,0.513991403370484,6.49439409621169
1,6,0.682672930179405,7.79327291545403
1,7,0.716186626453026,9.09215173469637
1,8,0.906553141388,10.3910305539387
1,9,0.924271087826183,11.689909373181
1,10,0.993304277386509,12.9887881924234
1,11,1.00350993124977,14.2876670116657
1,12,1.12519681735415,15.5865458309081
1,13,1.19708925969217,16.8854246501504
1,14,1.22965151608677,18.1843034693927
1,15,1.24704661163052,19.4831822886351
1,16,1.27985418784843,20.7820611078774
1,17,1.32454879660876,22.0809399271198
1,18,1.33342537745229,23.3798187463621
1,19,1.34274118974193,24.6786975656044
1,20,1.38204110467702,25.9775763848468
1,21,1.47137799815408,27.2764552040891
1,22,1.52455484028811,28.5753340233314
1,23,1.74541627720647,29.8742128425738
1,24,1.78306633102294,31.1730916618161
1,25,1.8509411814491,32.4719704810585
1,26,1.88915823820522,33.7708493003008
1,27,1.90846579384206,35.0697281195431
1,28,1.97854420324656,36.3686069387855
1,29,2.30286248180082,37.6674857580278
1,30,2.31431546580288,38.9663645772701
1,31,2.34347668966497,40.2652433965125
1,32,2.45910277930193,41.5641222157548
1,33,2.53824443100312,42.8630010349972
1,34,2.62416297262193,44.1618798542395
1,35,2.62551631546686,45.4607586734818
1,36,2.71409014071053,46.7596374927242
1,37,2.78659784150823,48.0585163119665
1,38,2.8542758574875,49.3573951312088
1,39,2.87497557406163,50.6562739504512
1,40,2.91666332774301,51.9551527696935
1,41,3.04977804644844,53.2540315889359
1,42,3.07437151168396,54.5529104081782
1,43,3.09385146326357,55.8517892274205
1,44,3.11297412856747,57.1506680466629
1,45,3.13761803725461,58.4495468659052
1,46,3.18108564749819,59.7484256851476
1,47,3.24190424693425,61.0473045043899
1,48,3.67727900971793,62.3461833236322
1,49,3.734655108811,63.6450621428746
1,50,3.81190850709648,64.9439409621169
1,51,4.20043298345047,66.2428197813592
1,52,4.30342408737105,67.5416986006016
1,53,4.37427816360536,68.8405774198439
1,54,4.42111404338534,70.1394562390863
1,55,4.65841183467941,71.4383350583286
1,56,4.85076849365002,72.7372138775709
1,57,4.8689985509434,74.0360926968133
1,58,5.19509295524792,75.3349715160556
1,59,5.36136633745193,76.633850335298
1,60,5.41005890546682,77.9327291545403
1,61,5.48591705793447,79.2316079737826
1,62,5.51387470589404,80.530486793025
1,63,5.530504357723,81.8293656122673
1,64,5.60978449333253,83.1282444315096
1,65,5.73069801665731,84.427123250752
1,66,5.76423255696407,85.7260020699943
1,67,5.81425445801092,87.0248808892367
1,68,6.17467140153282,88.323759708479
1,69,6.18037594297845,89.6226385277213
1,70,6.1937567964767,90.9215173469637
1,71,6.26863724410615,92.220396166206
1,72,6.33376098554492,93.5192749854483
1,73,6.40351021592692,94.8181538046907
1,74,6.63815578325598,96.117032623933
1,75,6.89642310141267,97.4159114431754
1,76,7.18370478580377,98.7147902624177
1,77,8.19871855632962,100.01366908166
1,78,8.24492116602851,101.312547900902
1,79,8.43946209600879,102.611426720145
1,80,8.58053392068544,103.910305539387
1,81,8.83212075724812,105.209184358629
1,82,8.91513040410745,106.508063177872
1,83,8.94487871127132,107.806941997114
1,84,9.18228837908764,109.105820816356
1,85,9.26830637105925,110.404699635599
1,86,9.74550777144819,111.703578454841
1,87,9.82943170536644,113.002457274083
1,88,10.3456346735396,114.301336093326
1,89,11.1178137699172,115.600214912568
1,90,13.538851736789,116.89909373181
1,91,18.3602448586463,118.197972551053
2,1,0.0369905277453117,1.73909543776927
2,2,0.113777339653628,3.47819087553853
2,3,0.156042244951097,5.2172863133078
2,4,0.251858610176713,6.95638175107707
2,5,0.271950070944262,8.69547718884634
2,6,0.34116035254912,10.4345726266156
2,7,0.459583173842816,12.1736680643849
2,8,0.609803259806498,13.9127635021541
2,9,0.693586119220277,15.6518589399234
2,10,0.753241703418612,17.3909543776927
2,11,0.841874240073238,19.1300498154619
2,12,0.909442412312827,20.8691452532312
2,13,0.956616603961136,22.6082406910005
2,14,0.965769468084843,24.3473361287697
2,15,1.03034113339515,26.086431566539
2,16,1.05762772098001,27.8255270043083
2,17,1.14518892689215,29.5646224420775
2,18,1.17196510114413,31.3037178798468
2,19,1.31962737534889,33.0428133176161
2,20,1.53528663215008,34.7819087553853
2,21,1.66391597968695,36.5210041931546
2,22,1.90263528058114,38.2600996309239
2,23,1.90501042563394,39.9991950686931
2,24,2.08643291294231,41.7382905064624
2,25,2.14822874885694,43.4773859442317
2,26,2.20247248096634,45.2164813820009
2,27,2.31586458290937,46.9555768197702
2,28,2.55199187046288,48.6946722575395
2,29,2.64699816625921,50.4337676953088
2,30,2.65149410927252,52.172863133078
2,31,2.88873753790097,53.9119585708473
2,32,2.96701130944717,55.6510540086166
2,33,3.09943384674807,57.3901494463858
2,34,3.16498243139168,59.1292448841551
2,35,3.43369323876472,60.8683403219244
2,36,3.59934010727191,62.6074357596936
2,37,3.91698685908701,64.3465311974629
2,38,4.05958447953624,66.0856266352322
2,39,4.11944357907794,67.8247220730014
2,40,4.46112349623246,69.5638175107707
2,41,4.56823108092806,71.30291294854
2,42,4.59525960372119,73.0420083863092
2,43,4.64261916148229,74.7811038240785
2,44,4.68978919274097,76.5201992618478
2,45,4.7154203058614,78.259294699617
2,46,4.80477307347354,79.9983901373863
2,47,4.90427512138396,81.7374855751556
2,48,5.1920226842472,83.4765810129248
2,49,5.49744652298279,85.2156764506941
2,50,5.55263407935542,86.9547718884634
2,51,5.81102527069795,88.6938673262326
2,52,5.85466574335909,90.4329627640019
2,53,5.91431747527067,92.1720582017712
2,54,6.83623489514225,93.9111536395404
2,55,6.88707477992444,95.6502490773097
2,56,7.09807820949192,97.389344515079
2,57,7.10245013016803,99.1284399528482
2,58,7.69889428651548,100.867535390618
2,59,7.96850383576534,102.606630828387
2,60,8.00188192172428,104.345726266156
2,61,8.38990199633893,106.084821703925
2,62,8.50139118556736,107.823917141695
2,63,9.28707598688362,109.563012579464
2,64,9.50534237367929,111.302108017233
2,65,9.64936140980201,113.041203455002
2,66,10.1398443185454,114.780298892772
2,67,10.6823473005109,116.519394330541
2,68,11.0426932994672,118.25848976831
2,69,11.5836245416641,119.997585206079
2,70,12.3794054495242,121.736680643849
2,71,12.6097997001821,123.475776081618
2,72,16.5338990080402,125.214871519387
3,1,0.0130505361496385,0.207268431854233
3,2,0.0232583209509466,0.414536863708467
3,3,0.027531276732529,0.6218052955627
3,4,0.0364326888622406,0.829073727416934
3,5,0.108930043224135,1.03634215927117
3,6,0.117033919208007,1.2436105911254
3,7,0.143378740041555,1.45087902297963
3,8,0.148385140194179,1.65814745483387
3,9,0.151544137721518,1.8654158866881
3,10,0.191034026419478,2.07268431854233
3,11,0.197397614633861,2.27995275039657
3,12,0.206566408458985,2.4872211822508
3,13,0.213856712160203,2.69448961410504
3,14,0.225476230584827,2.90175804595927
3,15,0.228195294554014,3.1090264778135
3,16,0.258729576092177,3.31629490966774
3,17,0.268860799507606,3.52356334152197
3,18,0.273737366997778,3.7308317733762
3,19,0.284852641446,3.93810020523044
3,20,0.312914338710378,4.14536863708467
3,21,0.327311360704994,4.3526370689389
3,22,0.331019414200216,4.55990550079314
3,23,0.337990641109972,4.76717393264737
3,24,0.341787955877025,4.9744423645016
3,25,0.379959560601127,5.18171079635584
3,26,0.381535378023192,5.38897922821007
3,27,0.385815908573723,5.5962476600643
3,28,0.392262279478344,5.80351609191854
3,29,0.402508213726447,6.01078452377277
3,30,0.410330810380897,6.21805295562701
3,31,0.451621719780158,6.42532138748124
3,32,0.485503118196768,6.63258981933547
3,33,0.499937718654376,6.83985825118971
3,34,0.510383987034589,7.04712668304394
3,35,0.518939824968731,7.25439511489817
3,36,0.524443433991573,7.46166354675241
3,37,0.537650165463051,7.66893197860664
3,38,0.5557389230863,7.87620041046087
3,39,0.558587932956745,8.08346884231511
3,40,0.586983057705809,8.29073727416934
3,41,0.60061977479181,8.49800570602357
3,42,0.627284195845757,8.70527413787781
3,43,0.641069606621275,8.91254256973204
3,44,0.653273927321958,9.11981100158627
3,45,0.667162999207697,9.32707943344051
3,46,0.689581384454139,9.53434786529474
3,47,0.702158947205001,9.74161629714897
3,48,0.719635510789815,9.94888472900321
3,49,0.721013826734623,10.1561531608574
3,50,0.729262666466819,10.3634215927117
3,51,0.754229554671406,10.5706900245659
3,52,0.795306904463365,10.7779584564201
3,53,0.826893080396915,10.9852268882744
3,54,0.827565022821707,11.1924953201286
3,55,0.837935118273349,11.3997637519828
3,56,0.844546300236605,11.6070321838371
3,57,0.847979826220138,11.8143006156913
3,58,0.861141269728381,12.0215690475455
3,59,0.883960029655174,12.2288374793998
3,60,0.885081682993724,12.436105911254
3,61,0.930175153428386,12.6433743431082
3,62,0.9481176546857,12.8506427749625
3,63,0.967340904529693,13.0579112068167
3,64,0.968286521158642,13.2651796386709
3,65,0.97083024981838,13.4724480705252
3,66,0.980004842196701,13.6797165023794
3,67,0.987690868613838,13.8869849342336
3,68,1.00211678526605,14.0942533660879
3,69,1.11446005747375,14.3015217979421
3,70,1.11758756272625,14.5087902297963
3,71,1.12320334962984,14.7160586616506
3,72,1.1578937725338,14.9233270935048
3,73,1.16484122523004,15.130595525359
3,74,1.16668791422722,15.3378639572133
3,75,1.17224766741101,15.5451323890675
3,76,1.20349270906908,15.7524008209217
3,77,1.20386802264489,15.959669252776
3,78,1.22273430748632,16.1669376846302
3,79,1.2327064132157,16.3742061164844
3,80,1.29963348637613,16.5814745483387
3,81,1.41499589549892,16.7887429801929
3,82,1.46448303697957,16.9960114120471
3,83,1.51099277438485,17.2032798439014
3,84,1.57116758726242,17.4105482757556
3,85,1.69891384577279,17.6178167076098
3,86,1.71792222443611,17.8250851394641
3,87,1.76620826147525,18.0323535713183
3,88,1.80897580629104,18.2396220031725
3,89,1.85153389298967,18.4468904350268
3,90,1.968017499285,18.654158866881
3,91,2.17399653835046,18.8614272987352
3,92,2.22215530517487,19.0686957305895
3,93,2.25228203611345,19.2759641624437
3,94,2.26935955945223,19.4832325942979
3,95,2.31504859691538,19.6905010261522
3,96,2.36141123821764,19.8977694580064
3,97,2.47403693543758,20.1050378898607
3,98,2.48120728849771,20.3123063217149
3,99,2.52309767228873,20.5195747535691
3,100,2.54928658798498,20.7268431854233
3,101,2.55521113414647,20.9341116172776
3,102,2.74087996866326,21.1413800491318
3,103,2.77653411280403,21.348648480986
3,104,3.09678861786153,21.5559169128403
3,105,3.38837569960658,21.7631853446945
3,106,3.42993025606701,21.9704537765488
3,107,4.2294855910935,22.177722208403
3,108,6.15180924325972,22.3849906402572
3,109,6.5531647652091,22.5922590721114
4,1,0.0155510391568411,1.37932152289329
4,2,0.219291958752521,2.75864304578658
4,3,0.520194514410376,4.13796456867988
4,4,0.722690234974702,5.51728609157317
4,5,0.745978180146044,6.89660761446646
4,6,2.07120543101468,8.27592913735976
4,7,2.51657355812911,9.65525066025305
4,8,2.5341636979827,11.0345721831463
4,9,2.74856954139108,12.4138937060396
4,10,2.76693818061204,13.7932152289329
4,11,3.03955434735211,15.1725367518262
4,12,3.18937820175646,16.5518582747195
4,13,3.88004342521609,17.9311797976128
4,14,4.49382094856712,19.3105013205061
4,15,4.57869704664389,20.6898228433994
4,16,5.5980453781454,22.0691443662927
4,17,5.68933937586556,23.448465889186
4,18,6.94950151351488,24.8277874120793
4,19,7.60715487228969,26.2071089349726
4,20,8.00606217135988,27.5864304578658
4,21,8.35391694432833,28.9657519807591
4,22,9.89848237482768,30.3450735036524
4,23,9.98726575448643,31.7243950265457
4,24,10.1753219354825,33.103716549439
4,25,12.6186113416265,34.4830380723323
4,26,13.750142679656,35.8623595952256
4,27,15.9218805132777,37.2416811181189
4,28,16.1410193785368,38.6210026410122
4,29,20.9642711526311,40.0003241639055
5,1,0.11414273416676,2.83787557632348
5,2,0.608477919639549,5.67575115264697
5,3,0.777650588173361,8.51362672897045
5,4,0.94146151012909,11.3515023052939
5,5,1.15672057667692,14.1893778816174
5,6,1.1966814194803,17.0272534579409
5,7,1.274202920377,19.8651290342644
5,8,1.29813875759543,22.7030046105879
5,9,1.37448217855787,25.5408801869113
5,10,1.53077058825931,28.3787557632348
5,11,1.68624305766148,31.2166313395583
5,12,2.05123390481269,34.0545069158818
5,13,2.05851879449047,36.8923824922053
5,14,2.3265947642796,39.7302580685288
5,15,2.75120996881462,42.5681336448522
5,16,2.98324768993208,45.4060092211757
5,17,4.69708017062775,48.2438847974992
5,18,5.00002602516642,51.0817603738227
5,19,5.43038926342259,53.9196359501462
5,20,5.54739297499768,56.7575115264697
5,21,5.63694479562845,59.5953871027931
5,22,5.78620392344518,62.4332626791166
5,23,6.91545513610792,65.2711382554401
5,24,7.74489087951072,68.1090138317636
5,25,8.5071901742997,70.9468894080871
5,26,9.19154318498125,73.7847649844105
5,27,9.55801382945854,76.622640560734
5,28,11.9465860023944,79.4605161370575
5,29,16.7267973580199,82.298391713381
5,30,17.3862181287862,85.1362672897045
5,31,17.5354666732588,87.974142866028
5,32,19.1207740250424,90.8120184423514
6,1,0.0770804542622322,1.0039363047554
6,2,0.215943905894692,2.0078726095108
6,3,0.315636900266648,3.0118089142662
6,4,0.360282099108981,4.01574521902161
6,5,0.397179502320298,5.01968152377701
6,6,0.436779699888991,6.02361782853241
6,7,0.520650841597674,7.02755413328781
6,8,0.601787534257265,8.03149043804321
6,9,0.689044291053326,9.03542674279861
6,10,0.697411791427449,10.039363047554
6,11,0.699112048179168,11.0432993523094
6,12,0.760561797581593,12.0472356570648
6,13,0.845210706229361,13.0511719618202
6,14,0.893454855668651,14.0551082665756
6,15,1.02010267340415,15.059044571331
6,16,1.14698216229614,16.0629808760864
6,17,1.22114303275298,17.0669171808418
6,18,1.34503609627781,18.0708534855972
6,19,1.57015896869165,19.0747897903526
6,20,1.69225455344358,20.078726095108
6,21,1.74188095150658,21.0826623998634
6,22,1.75510422221476,22.0865987046188
6,23,1.80355974430709,23.0905350093742
6,24,1.99631884273552,24.0944713141296
6,25,2.08303633403928,25.098407618885
6,26,2.11869690944911,26.1023439236404
6,27,2.14712652803916,27.1062802283958
6,28,2.35450813488721,28.1102165331512
6,29,2.43709153127487,29.1141528379066
