"id","Bite","EstimatedCumulativeIntake","SampledTime"
1,1,1.79258104577018,0.168097650065176
1,2,3.58516209154036,0.376784636867359
1,3,5.37774313731054,0.380853925794916
1,4,7.17032418308072,0.566775371685016
1,5,8.9629052288509,0.721381192874894
1,6,10.7554862746211,0.742299114189949
1,7,12.5480673203913,0.76121606511531
1,8,14.3406483661614,0.852384928533827
1,9,16.1332294119316,0.855984048437693
1,10,17.9258104577018,1.0240533731343
1,11,19.718391503472,1.08192985744461
1,12,21.5109725492422,1.10715982011022
1,13,23.3035535950123,1.12884556615433
1,14,25.0961346407825,1.16471612770872
1,15,26.8887156865527,1.38395756487588
1,16,28.6812967323229,1.48678574013032
1,17,30.4738777780931,1.5532378395876
1,18,32.2664588238633,1.6532585589005
1,19,34.0590398696334,1.6831544353808
1,20,35.8516209154036,1.6860679586635
1,21,37.6442019611738,1.71451916329923
1,22,39.436783006944,1.73395055514953
1,23,41.2293640527141,1.75056504684103
1,24,43.0219450984843,2.13544953918945
1,25,44.8145261442545,2.197793484857
1,26,46.6071071900247,2.24629599187463
1,27,48.3996882357949,2.59623041458556
1,28,50.192269281565,2.74135567868255
1,29,51.9848503273352,2.76896651541909
1,30,53.7774313731054,2.77066547998407
1,31,55.5700124188756,2.78369796842078
1,32,57.3625934646457,3.13285031112822
1,33,59.1551745104159,3.64597857573169
1,34,60.9477555561861,3.79777648077207
1,35,62.7403366019563,3.88950045222778
1,36,64.5329176477264,4.00181907991456
1,37,66.3254986934966,4.00374508215386
1,38,68.1180797392668,4.3726632536982
1,39,69.910660785037,4.54271970980602
1,40,71.7032418308072,4.67663922956316
1,41,73.4958228765773,5.27495825750002
1,42,75.2884039223475,5.29459989342428
1,43,77.0809849681177,5.75756327658681
1,44,78.8735660138879,6.0489973432075
1,45,80.666147059658,6.08290198812321
1,46,82.4587281054282,6.7657447611904
1,47,84.2513091511984,7.03606596268379
1,48,86.0438901969686,7.13771400518222
1,49,87.8364712427388,7.92858547763045
1,50,89.6290522885089,12.8367408086246
1,51,91.4216333342791,14.3907152249841
